id	filename	md5	size	state
4cd38a44-00f9-4681-abe8-ca836dd31a2f	TCGA-24-1567-01A-01-BS1.1ef24432-6351-443b-9a7d-acbd6a4ab819.svs	71d97ba95a799564c3b8478cff9a9771	105823401	released
af9f6f31-181e-4a40-a3ce-fb53a15ab173	TCGA-57-1582-01A-01-TS1.9e678536-fc06-43d6-8e9b-82f6376eda8e.svs	52337510af0fcf1759b4af4d74296266	44614161	released
1c4d17e4-605f-4914-8838-b4703c520a5d	TCGA-23-2643-01A-01-BS1.1b36de6d-a78d-4311-a2ce-11e412dbc86c.svs	985bb42a126253802177f63cae1af49b	115118935	released
220182c3-78c8-4b97-af2c-6715ad36fcd5	TCGA-13-0916-01A-01-BS1.1f9f945b-dbd0-4bec-99c7-350d23343b9c.svs	99d27cb0515460937ace06c793753192	451583607	released
10b8bce3-38ce-4bd1-9c7e-394d9915e153	TCGA-59-2351-01A-01-TS1.966e6ef8-f18b-48d1-86e8-f9c626a4f7cc.svs	ef63b275c860ffe6be1df9b2b2521d40	155322793	released
d77604be-3463-46cb-977c-11f6a8b398f6	TCGA-61-2104-11A-01-TS1.a01fc02a-d935-4f6d-9d0e-9c53a5c50b7f.svs	f63bdb7e2f2b46b826f373e100578e4c	72179555	released
6e3398db-9a4e-4727-b799-71c9e4a9b2f3	TCGA-24-1417-01A-01-TS1.a1bfa913-5f8b-4f4c-8379-0edee9daad87.svs	51f564c2f08ec27b79bca5ea09463f76	232769021	released
9cad2405-f79d-4ae9-a978-a5ca32f304b9	TCGA-23-2077-01A-01-BS1.fe4d3109-2e84-44ee-8599-04c1931d2012.svs	107e1f50ed82dcb59800be5fd004d70d	105814583	released
831f7469-146a-4fad-9e23-a349a1a6cd9b	TCGA-13-1412-01A-01-TS1.9d28a08f-9f58-41bf-9a9d-71f2eb9e50c9.svs	f696e3d874f3fbfe73e377616ed65291	311738301	released
3742f009-5a1d-4b4a-aa7a-c102cd83a17f	TCGA-36-1581-01A-01-BS1.1673dba9-dd32-4927-9f51-3525f0d62786.svs	1619d2875494cb0ba0601899a9873b37	122080283	released
09425034-3c05-45c6-a092-0e86e94500eb	TCGA-09-2051-01A-01-TS1.09cb2b86-223c-4012-aea0-0fb939abfd46.svs	36b484e1d4a4290278e97858ece48558	68996517	released
2790e034-79d5-400e-aa0c-620a230b4f3c	TCGA-09-1664-11A-01-TS1.951f9a91-2081-416c-b030-04650d11ef75.svs	a1097a745fb8158369e0c5a8b1b5200b	148424231	released
9a6b36dc-5493-4fa2-a517-4e5c8bb3a44c	TCGA-61-2008-11A-01-BS1.49ff86b0-b714-4c97-8556-64f6e4e60128.svs	7fd0d6ad55101db6a4c3138612c9e719	121153847	released
10db7155-324b-4132-a730-e9beb56418da	TCGA-29-1774-01A-01-TS1.fc56e04c-830f-4e84-ab7f-4a942bcfdfa6.svs	896bbd7311940906942e69b962bc1aa5	173694681	released
7e0de2e1-db9d-4962-862c-33873129cb82	TCGA-24-1463-01A-01-TS1.922365e3-495c-4005-8228-710a60603714.svs	aa3a68cd1834875365473762317a95fa	283990573	released
52dbad0c-f194-4250-85cf-8b7a60e63f74	TCGA-13-0799-01A-01-TS1.7a8d8678-12ef-429b-8286-a6718d779114.svs	9c9aacca4aa19656be87673064185ed0	328648479	released
375d473b-95a2-43e9-bc1a-7ad761baca19	TCGA-13-0800-01A-01-TS1.b12d32bb-aeed-4d6d-8ee6-f76bc9fb8d76.svs	d688d05a546ea2ad893eccebff89ff26	278287083	released
b2a00881-6d0f-423e-b1ce-50c969bd9371	TCGA-24-1471-01A-01-TS1.ff50c1a3-4de7-4dd7-8188-025d1df618d0.svs	e5f650f9c23c4f66410daaa44190d4e3	288635409	released
92e91451-0609-4014-99a4-2f0b5f4e927b	TCGA-57-1584-01A-01-TS1.b57410ca-d6e6-484d-96ad-5ed4d8294995.svs	14439bbd58c4cf5d794939b6954a33ab	126103623	released
db0d37e1-0e0d-48f5-b812-3f9f4ca5add0	TCGA-25-1322-01A-01-TS1.5678ec6d-331d-43fc-9a9a-0ef43c274f73.svs	296349c4dea676e5d28f8f638cc88604	359471939	released
afac7e7f-e9b9-41db-a5a8-9c2a22deb6d3	TCGA-29-1693-01A-01-TS1.4e3372ca-7a0e-4716-882e-2513dcdcbf14.svs	ba1e7ddc373f9d733dc18cac676cee14	84673575	released
2dc54321-95e4-470c-83d6-49f43ac11d8c	TCGA-36-2529-01A-01-BS1.9bd50a80-62b6-4105-947d-227addd29014.svs	d4f1f14471709c0849219116e5cbb6b0	307671619	released
754195aa-0afa-41b1-b768-d3def492db68	TCGA-24-1431-01A-01-TS1.56af0d60-12ff-42cd-bf25-1a6e1282bf6e.svs	5b712c7f7871eb9fe3992b24a200e6f7	317511683	released
f56f8e76-70ad-4cbe-81dc-ef9b6dfa3a02	TCGA-24-2289-01A-01-BS1.9a729ef3-7079-43be-a05c-14bba09008f5.svs	aeffa373581c9b848548ffeaa0feb866	216796549	released
13ca1f82-0d66-4f73-a8b8-1e29b59f4c71	TCGA-24-1466-01A-01-BS1.8d2c7ac8-7c82-4bd1-9a5d-453ee808de57.svs	8ef9f29bc4b53bb446042dfce4e065b0	342109111	released
14a3d1f0-261f-4ab7-933a-43e5e6148340	TCGA-23-1124-01A-01-BS1.bce719cf-462c-418c-8646-c52770efe5e0.svs	21601e9b03deb8c4a6833b91115e0c50	205522237	released
82da9afe-e398-41a7-86c5-70b5f7eb2e09	TCGA-61-2110-01A-01-TS1.657eac90-dffd-4a49-815e-751d197a315e.svs	e45d9281b5e0f6934b1549dfd0a82eab	70207679	released
53cb62c6-3b49-4d29-ae55-63a8fab104ab	TCGA-24-1556-01A-01-BS1.29948e55-dd31-40a5-a86e-90948524ec9f.svs	33bb551840d98e774842f32342673f49	206231799	released
260e5eb1-5d15-47de-b0fd-0709a9060503	TCGA-61-2008-11A-01-TS1.7d627c98-07a7-4238-aeb9-aa43b96a54bc.svs	cd102c41cdfad0cdc60a6d1554958e14	112110035	released
d2ebee67-32ca-4ee7-9fa5-6ff17884502e	TCGA-13-0912-01A-01-TS1.736e083a-e666-4cd2-a6ea-81488dee1f63.svs	273d10de1affcc66cf6ca02306b1bf25	179524385	released
6e95bef3-561d-4983-a02c-144610efbce5	TCGA-61-2012-11A-01-TS1.c0a00c5c-6441-4466-83fa-e4efe00f968e.svs	81af5e106e416ff7c76436f2d10355f6	138737385	released
75b67b2e-44ea-42b9-89c3-1c6cfc7f4e67	TCGA-04-1337-01A-01-TS1.fcf8e211-01f7-4937-b0b1-7a18fd936c09.svs	9fa296ad789968f63019b0402d32cd66	155923781	released
f047b419-98ff-4c29-bd1e-9f13da20d888	TCGA-13-0755-01A-01-TS1.eb8f41b0-f350-471c-a799-da5b1f4b38a1.svs	2c599f767d5d0718bcbd6108c846ac89	366227083	released
32ea6752-427d-49c1-a6d1-ec34682099a7	TCGA-13-2060-01A-01-BS1.dfa4bfe4-24cf-4410-b813-45a7ba514053.svs	fa2369fc47b002fc9f5cb151b377fd9d	582521305	released
ee028583-2f0f-4ba2-900e-7a690de19e77	TCGA-61-1915-11A-01-BS1.72853972-b2d3-40e7-b0f1-a64614cfcf61.svs	ee7a45a99707532f183dcc828deda6b9	42375465	released
ae5e9e1f-b421-4202-aa1e-69b4d345f182	TCGA-57-1994-01A-01-BS1.1c54ff54-4fce-4f01-b009-5c75dbbf525e.svs	f37b80254d0eda8ff36bc2bf0a6e1149	172914715	released
240c4caa-1cc6-4c72-bafb-cffc73a4c084	TCGA-61-1738-11A-01-TS1.306f5117-9c9c-4615-8d2b-4b545b13de65.svs	de8aa72ccf98b9321aa6687b0dbc1ab3	72109157	released
34be3f2c-48b2-41ee-b503-f767321562b3	TCGA-24-1552-01A-01-TS1.295ebff0-1ee5-4fe1-a6e1-35951c014456.svs	6fe952605f16bd3a2d4faa1b752d1ba0	120637201	released
32d21a51-a9d8-4563-9513-1216e6b86eb6	TCGA-25-1315-01A-01-BS1.2ea40aad-f13d-46af-89a6-0e04116a5d54.svs	db4afbee5b1f11ec754664f1771d625c	815277423	released
9887a43b-a514-4112-8aec-473ee9dda4d9	TCGA-25-1318-01A-01-BS1.71909c29-59a7-45ec-945b-d7965aeec9a5.svs	2d1ae96029c6e3e42c7a49038c086ef6	294687277	released
debf1622-ae50-43de-9f59-3d9afe89dd22	TCGA-25-2393-01A-01-BS1.57857d1a-37a7-4981-805a-609817bcbe0e.svs	9c5006d6ec9c74cd18040af6366ce764	194568285	released
0a0cb70d-17a8-4fea-96b7-a296d9349528	TCGA-59-2349-11A-01-BS1.5f2c82cb-69e9-4c51-b4ea-54b0e5b5a1cc.svs	a493d020d09a5f7fc4d68f3fc1910330	261597341	released
89ae98de-a4f2-431e-a8d8-b10d062e9754	TCGA-24-2023-01A-01-TS1.86bdd454-e8a5-4343-a6b9-85c9f0b4c291.svs	e814ab3d65792c9628863d330cf1f001	95924737	released
acf602b5-0efe-492b-8458-3e78286051b1	TCGA-13-1411-01A-01-BS1.6ad1b17a-2edc-4e90-a769-781e192666b7.svs	085df149117ea32c8f4ea87d0c5a9124	339582147	released
b7b05078-e299-406c-99d6-2d4f6694ab77	TCGA-13-0751-01A-01-TS1.cc04b26d-9b2b-4840-b980-69480ef92d24.svs	8d2a7ffb218ea7d39f6a7c09ce70e36d	164489793	released
6eb86925-6c0a-4789-905f-60f29e722048	TCGA-61-1743-01A-01-TS1.86fa0bbe-e71b-4451-8b78-a801394d9a85.svs	742c04a00bf6d3ec1ea19226cebbec83	219735395	released
79021e41-3f6b-43fa-b13d-f78a18d5aaff	TCGA-36-1570-01A-01-BS1.b44d5ee7-7e05-4e8c-b2f3-03761aa43052.svs	02009913b6691a8c99f30bf86d92034d	179779583	released
c39008b5-6b6a-4558-879c-880de20631ef	TCGA-23-1031-01A-01-BS1.c2b7d619-b5ba-4879-92d9-9fd7dc6694ff.svs	5351c1c57c22fb695303d11e225236f2	78968705	released
c3f673a1-e9e3-49e3-af8c-33758d1eee41	TCGA-36-2530-01A-01-TS1.1cb4c073-569c-450a-bef8-e25d07f58097.svs	76244de186136bac33dad94a118a7818	603116061	released
63a8fee2-eac8-418c-9d8c-a7d13a6442be	TCGA-04-1361-01A-01-BS1.b4e0df05-3e78-4414-9430-b4d97a09befb.svs	8cf7616124cf11ce605bc6009ad562fb	132197191	released
82a93b64-382a-4f07-bd44-5b54425bf6c4	TCGA-24-2297-11A-01-BS1.d7a72efc-8683-4fdb-9ee5-e4c40a073a2b.svs	3f5bfb0eb77940c54fc316187f62f362	117949463	released
821694ac-afbe-403b-9715-8fb04d9a095f	TCGA-13-0910-01A-01-BS1.67bc20f2-0c5e-498c-9da0-a94b8f6126f4.svs	6b4c47035a0cdd32e81e718d5e2e836f	193537277	released
e23d9a58-cd7e-4a1a-9a1f-0d7808c9f7eb	TCGA-25-1329-01A-01-TS1.603d7e2c-e298-4d4c-8479-94547312f95a.svs	058d8294a15ab714479d3ae33a3628fd	988480293	released
ad521d80-1380-4403-815f-818ca9401919	TCGA-13-0768-01A-01-TS1.209a6162-13a3-4fd1-8395-83488491ab9b.svs	02d62f2b20d7e7639ca2ed014dc4b091	296910693	released
018ddc38-d025-4e35-b563-4cee0e46e94c	TCGA-24-1464-01A-01-TS1.33baf922-5467-4b79-8191-fbba9f70c972.svs	936c2f69b3b3f25aefd2ccbfc882917b	157774031	released
f8428848-026e-482a-b678-a8eed6b1e2ee	TCGA-24-1474-01A-01-TS1.8b1c59c3-2589-42bc-b824-90b082f1e893.svs	e91150218b2b0ea80cb3e5f0dc5196e1	167338717	released
2f6d6c3e-06a6-4e46-919d-b485a8cb031b	TCGA-61-2101-11A-01-TS1.3fd8a8ff-dcef-41b9-b812-ae7329e7808b.svs	b2b2a57d3f9fd8e10d62b32fa7a5e82f	46086035	released
e2ce0977-1f36-4dbc-a7b9-17ae87d82f2c	TCGA-13-1817-01A-01-TS1.ca3b2fe2-3d4d-42e8-b292-2f9ce45ed5d9.svs	ae2397227b80138f05b9a8594708a4f8	376562679	released
9f33ef16-179c-4d32-98d0-020d5765d3ff	TCGA-24-2262-01A-01-BS1.4f040506-3126-4be0-9bd2-91ef4ff0c00f.svs	c0e845fbeaf34a59fee8f99512884dfc	128296037	released
3e70ce65-f0be-4edf-a6a2-0068b2927512	TCGA-61-2094-11A-01-TS1.97953331-987e-401e-be9a-867d31c2381f.svs	38e04adec5b15b002051d25688cc2ecf	61091335	released
c19daa9b-0065-4cb5-8d15-9763ec9687bc	TCGA-13-0802-01A-01-TS1.f68ca53f-ee25-4804-be4c-081eee227a92.svs	d5214920137dff0fbda2910d4cb7d38e	424155841	released
1e308385-8c0c-47f8-bd4d-425a3fae04f6	TCGA-13-0726-01A-01-TS1.2a8707fc-2d7b-459a-9707-96c5b4e11f43.svs	de07a03833a965cbd46333ba56579130	263573467	released
425d4ffc-0af3-46d7-8497-4b96e6f6d937	TCGA-23-1032-01A-01-BS1.6511b494-143f-4a03-bb18-3a143e525ee1.svs	e9350e7ae65120d1d0bf0e7c03f82eec	74818623	released
567238cd-051b-4bea-bf7c-a6e66334c617	TCGA-13-0723-01A-02-BS2.7a09ee51-aa44-4df6-88fc-6396453e3fd2.svs	d4976ed072794a4eb6496c7cc03caf47	99469517	released
76cf830b-296e-4965-8528-c3c4015359eb	TCGA-61-1730-01A-01-TS1.dada7986-15ba-47aa-996b-84b27e87722b.svs	212442fa54967d5e3444bff64752ede3	132922395	released
0ca06f2a-ada4-46cc-97e0-326199a72240	TCGA-23-1118-01A-01-TS1.fbcfe18d-548d-4c26-8ed8-c13545b48e49.svs	f6db0d4bd56ae3ca040e11f90a5e6997	84796245	released
6fa30bc9-4884-44a4-8f54-884f04468851	TCGA-61-2612-01A-01-TS1.99d37374-5619-4342-86df-ed7c6c806e1f.svs	c40e6628c3248bff6544eacd7ab2ac42	373648385	released
e37c2031-ff5e-42ff-9ca5-5517cba810d8	TCGA-23-1110-01A-01-BS1.9586db89-39c2-4109-9575-b2c545d3a490.svs	9d56314106ca910b88274b3c5740500c	129705661	released
8b59f107-cdfa-428b-ac1e-c0e7894af2c6	TCGA-04-1646-01A-01-BS1.6090b105-810a-4a09-b780-765206cf6535.svs	2503639d797e5092792b5f90345fa5c5	85237781	released
97ea253b-7006-42c9-9f7a-84f1fd8cf368	TCGA-13-2060-01A-01-TS1.029d23ee-2d6c-4172-9908-837eeb844719.svs	d62b81a3807ebd72af1f738c3e76789f	663283345	released
999d6949-feef-446d-8fc3-210f0c58f665	TCGA-23-1123-01A-01-TS1.9d6036ea-f3bb-4e32-b1b1-51d0a4363b3a.svs	b1845a886276bb8c79d2731a73349834	84340167	released
bb14d1b0-b703-40c8-bbe9-dc51d138c0aa	TCGA-61-1725-01A-01-BS1.19559478-b60e-4af8-b6f0-a6773f29175a.svs	eebafeed4f471c71b40af08cae6526fb	73430355	released
cb719bca-5fc6-4df5-8260-d8503411c294	TCGA-24-1104-01A-01-BS1.c0b24512-3855-4e5f-9214-1823828394ef.svs	1b7ba08f31e9b3c76060b430c2aca2c7	247003693	released
fe827378-1506-47cd-bc6a-703c1d100985	TCGA-61-1914-11A-01-BS1.432cf2c1-18e0-4cac-a1a1-91882ee2a101.svs	ef317ad05ace10889481e1226a465cc8	32602249	released
80bb8e67-c465-493e-bf9f-01cc6f6a07f5	TCGA-04-1654-11A-01-BS1.f4110146-86cb-4b7a-97fe-dc6ad4d27765.svs	eead499251b5115b5986dceca4674aae	51918361	released
7d1f94ed-f7d9-4294-aea1-50c71c215c9d	TCGA-61-2000-01A-01-TS1.1ae6e2bd-7e0d-42e1-a0f3-c13499f536a6.svs	0b18d0173d69ada71f7660f14e163ae7	104916535	released
5f427a6c-7a22-4f3d-ad5a-9cd95f03b270	TCGA-13-0791-01A-01-BS1.5d2a48a1-4b81-41bc-98a4-89926f0327d4.svs	c176953d7100db24af04ce72dc2b44ba	201712647	released
e03634ff-da79-4577-965c-e6819117c95f	TCGA-13-0725-01A-01-TS1.93a2c5e6-57fa-4784-b8cf-29d898406640.svs	a24f327c088e8470062c5f499319e5b4	345045071	released
ffe6cec7-45af-44ce-9ea2-460f33bb1abc	TCGA-13-0924-01A-01-TS1.c61ffb1a-c4d3-463d-93ec-1ea5bb9ace24.svs	96cb0391ae677575cb4b1687ff927eff	267606217	released
dd43207e-a79a-4990-83a6-f58927a32c95	TCGA-04-1646-11A-01-TS1.db6abef9-51b1-4056-a208-0029592521d2.svs	436d7a347c9ac09d26bccef31a775be9	99821813	released
dc44538a-47ae-4ece-8337-3b25bf168d4f	TCGA-13-1511-01A-01-TS1.4fb08454-15fa-40f8-9d21-d7b75fa68fbe.svs	e0c7511707d44f9b5067a546ff5e164c	577843009	released
68539bec-c489-4295-9e7e-c8d0cc78d6de	TCGA-04-1367-01A-01-TS1.e5135817-cdd6-42ed-903a-b76cf02edcca.svs	790c2f6b29ef75a05b2dc4ae41101648	110607719	released
d91be917-0044-41be-b022-045af21d79ad	TCGA-24-1469-01A-01-BS1.6fc1655c-f6dc-440c-991f-999d34bec42b.svs	30fa6331423800b77903cdf4501497e8	146819293	released
4d4ddce0-88b6-43ba-8f5b-3affa0767308	TCGA-13-0714-01A-01-BS1.26bf9350-7b7e-441a-ab21-86861194cb19.svs	f0c36e5ddb6e1f17d3746742ee9fcdd5	69682813	released
b2e91285-655e-40d6-b0ab-5994a2f687a0	TCGA-61-1904-11A-01-TS1.42da069d-f5b2-4b80-8423-210d746efa6e.svs	61088f3cef0a36952cefad58d9c2a6bc	70826379	released
16e3f8df-a6a2-4709-bbc9-8e400eb4b801	TCGA-25-2398-01A-01-BS1.6cd65019-046f-4701-ba45-95c5a357e0f4.svs	370afc71a2e3edb09bb9505acb61d02a	409494153	released
eaeefbb5-7d99-48a7-8359-7c5d4cf9f5c8	TCGA-24-2298-11A-01-BS1.ec247a4e-1efd-40bd-a26e-3f825dd69689.svs	b73fb6b336d8a968a410a80b469aa0ce	93967739	released
c9d0f475-4b8a-4b59-ae21-60eeb64b872a	TCGA-04-1654-01A-02-BS2.e288d3a0-e868-4b5c-9ea5-34ceb70f88c2.svs	fd3389dad42686a3bd1bbfebe1ed4cb8	73740705	released
a5d6bc62-1fd1-4e88-b5dd-d1da42b3c2cb	TCGA-23-1109-01A-01-TS1.97b03fed-53f2-4f0d-92f8-bd428a8727c9.svs	bf315c0a14a1d856f154c0799931c617	78817497	released
a64f96b0-5218-4b2b-b1c3-973926898ccf	TCGA-61-1918-11A-01-BS1.d042b625-6a0d-4f2c-a118-6bee5be240f6.svs	61e22dda519b62e52804bd86338b37d6	65487209	released
12b5a571-8d3f-49ef-bc37-e65bb3cf141b	TCGA-24-2293-01A-01-BS1.96b19260-6a66-40bb-b472-749fb3caea6e.svs	a4e94d573f07b97b9e470254a2584004	141232989	released
5a6f0f87-1ca5-47ef-b489-cb0763131077	TCGA-24-1427-01A-01-TS1.b23b731e-4150-4c0c-b015-e6bbe8933b0b.svs	079c0ca0e96ebf1162775a2932be9283	195973813	released
04638c6c-fdab-4d92-bef2-c15e726ea21d	TCGA-61-1904-01A-01-TS1.329bc3f1-2e07-4758-b3f6-f3400a963171.svs	62bc68245c914f1fe5050986b24de7e7	79973507	released
d531b4ab-9a6d-4ec0-bedb-61624d7f081d	TCGA-31-1944-01A-01-BS1.1a8b04f1-bcc9-49fc-931d-c973e12f26f6.svs	f09335075633b106afe01ef763b909db	117529119	released
e5b496bd-5994-46a6-9d8b-4408896ebea1	TCGA-61-1740-01A-01-BS1.5fb2819b-b403-4623-86da-ae6f66b43aa7.svs	9d583ddbde2998227ddcd9b8daafec15	153993549	released
667951e6-01f8-43a5-9021-baf085578ad7	TCGA-24-1544-01A-01-BS1.8b67402c-67b0-4909-b96c-f8a7f9e85ced.svs	a65cb5d9424a6fd6dc2c0e9e7d54b8f8	134980611	released
601a545c-e394-4401-af92-305b9851626f	TCGA-29-2427-01A-01-BS1.18e2a214-81fd-424b-9df8-79f5cb01a124.svs	ef841c35824ad17ff3af2cec618eb763	443558867	released
67be3128-e944-40df-837b-d5dc060dfe54	TCGA-29-2427-01A-01-TS1.9a2ec747-2714-4a3a-84a5-5d6855ee018f.svs	96b72351a16b53aa93d4066f219f0736	222047701	released
5d7105ee-cf1e-4dfe-84c1-9601bb832556	TCGA-25-1314-01A-01-TS1.9b4cf016-a495-48c9-b3dc-8ae0663d66e7.svs	0597c98307aa559043b8e95673ffd765	747451271	released
336aea60-ff75-4a22-ad12-0cc511b2544b	TCGA-31-1946-01A-01-TS1.412289ba-f5a6-43b4-a002-8d95cadc246c.svs	215681c4e8a27a2e82fe0e5bad49052b	200669263	released
81886983-dd7c-4f7f-a5d1-09a493106206	TCGA-04-1649-01A-01-BS1.159f5035-741e-4b41-b825-dc56a18524cd.svs	4e91106425a988b0569aa818c8cebe2a	137572303	released
c9c5aa67-fb8a-46b7-b2da-8b56e35e3e39	TCGA-61-1913-11A-01-BS1.2e3a6b2c-7b10-44fc-b006-7e12cc1762cc.svs	7e22c012903dd162f94c2fcf5996419e	77754813	released
790aa89d-b21f-4a70-8fce-c98559c201f7	TCGA-25-1626-01A-01-TS1.84f55106-8f41-49e6-b9e5-2c70a99aaeef.svs	47811a3a1f2f1c665455896327dfe769	126012557	released
